player_id,avg_points,avg_rebounds,avg_assists,first_name,last_name
2846,6.73469387755102,4.061224489795919,0.9591836734693877,Jeremiah,Robinson-Earl
1044,7.9818181818181815,4.909090909090909,1.9636363636363636,Kenrich,Williams
2633,8.275,4.775,2.175,Aleksej,Pokusevski
2831,8.178082191780822,2.2054794520547945,1.8630136986301369,Tre,Mann
2808,16.481927710843372,7.746987951807229,6.216867469879518,Josh,Giddey
1847,6.024390243902439,3.7560975609756095,1.0,Darius,Bazley
3532,0.0,0.0,0.0,Sacha,Killeya-Jones
3404,5.510204081632653,1.9591836734693877,0.7755102040816326,Lindy,Waters III
2838,6.344827586206897,2.6206896551724137,0.5172413793103449,Eugene,Omoruyi
3505,5.754385964912281,5.280701754385965,1.736842105263158,Jaylin,Williams
3504,14.097560975609756,4.378048780487805,3.426829268292683,Jalen,Williams
3432,5.6,2.7333333333333334,1.1777777777777778,Ousmane,Dieng
723,4.2,3.0,0.2,David,Nwaba
2863,6.987179487179487,3.0,1.0897435897435896,Aaron,Wiggins
2667,2.0,2.5,0.5,Robert,Woodard II
2040,14.025316455696203,4.632911392405063,2.0632911392405062,Luguentz,Dort
3925,6.0,1.0,1.0,Jaden,Shackelford
971,0.0,0.0,0.0,Abdul,Gaddy
972,31.271428571428572,4.871428571428571,5.385714285714286,Shai,Gilgeous-Alexander
384,6.162790697674419,3.13953488372093,0.8837209302325582,Mike,Muscala
2604,9.346666666666666,2.3866666666666667,1.2,Isaiah,Joe
468,6.954545454545454,3.1818181818181817,0.7727272727272727,Dario,Saric
2796,6.166666666666667,0.6666666666666666,1.3333333333333333,Jared,Butler
3399,4.0,3.4444444444444446,0.4444444444444444,Olivier,Sarr
