player_id,avg_points,avg_rebounds,avg_assists,first_name,last_name
404,12.352112676056338,6.084507042253521,3.676056338028169,Kelly,Olynyk
830,25.17391304347826,8.579710144927537,1.855072463768116,Lauri,Markkanen
1036,8.181818181818182,7.836363636363636,2.618181818181818,Jarred,Vanderbilt
114,10.755555555555556,2.488888888888889,7.533333333333333,Mike,Conley
109,20.515625,3.984375,4.375,Jordan,Clarkson
276,5.0,5.0,1.0,Stanley,Johnson
3438,6.222222222222222,1.6296296296296295,0.7962962962962963,Simone,Fontecchio
3411,7.770491803278689,2.0,1.098360655737705,Ochai,Agbaji
571,3.0,4.0,0.5,Cody,Zeller
3457,9.168831168831169,8.311688311688311,0.922077922077922,Walker,Kessler
1021,13.92156862745098,2.196078431372549,2.8823529411764706,Collin,Sexton
2610,3.0,0.0,1.0,Saben,Lee
46,13.25,3.517857142857143,1.6785714285714286,Malik,Beasley
1845,5.923076923076923,1.6923076923076923,2.1025641025641026,Nickeil,Alexander-Walker
2796,10.0,4.0,4.5,Jared,Butler
1867,10.602941176470589,3.1911764705882355,3.676470588235294,Talen,Horton-Tucker
2571,0.8666666666666667,0.4666666666666667,0.5333333333333333,Leandro,Bolmaro
3454,4.578947368421052,2.0526315789473686,0.42105263157894735,Johnny,Juzang
186,5.4655172413793105,3.086206896551724,1.0172413793103448,Rudy,Gay
2565,3.4722222222222223,3.3055555555555554,0.3055555555555556,Udoka,Azubuike
3358,3.4285714285714284,2.2857142857142856,0.5714285714285714,Micah,Potter
1934,3.3636363636363638,2.8636363636363638,1.8181818181818181,Juan,Toscano-Anderson
281,4.578947368421052,3.526315789473684,0.5789473684210527,Damian,Jones
152,13.181818181818182,4.545454545454546,5.636363636363637,Kris,Dunn
804,0.0,2.0,1.0,Frank,Jackson
1851,5.5,1.5,0.75,Jarrell,Brantley
1891,9.857142857142858,4.285714285714286,2.142857142857143,Luka,Samanic
