player_id,avg_points,avg_rebounds,avg_assists,first_name,last_name
1871,13.11111111111111,3.6666666666666665,1.4444444444444444,Cameron,Johnson
940,16.948275862068964,4.310344827586207,3.5517241379310347,Mikal,Bridges
930,17.253164556962027,9.91139240506329,1.6075949367088607,Deandre,Ayton
415,13.602941176470589,4.338235294117647,8.75,Chris,Paul
64,28.545454545454547,4.53030303030303,5.681818181818182,Devin,Booker
468,5.973684210526316,3.8421052631578947,1.5,Dario,Saric
2859,3.8405797101449277,2.1594202898550723,0.8260869565217391,Ish,Wainright
765,7.236559139784946,5.010752688172043,1.3655913978494623,Torrey,Craig
1485,6.8354430379746836,4.1645569620253164,0.9746835443037974,Jock,Landale
417,9.821428571428571,2.1607142857142856,4.178571428571429,Cameron,Payne
804,0.0,1.0,0.0,Frank,Jackson
2860,8.441176470588236,1.1764705882352942,2.2058823529411766,Duane,Washington Jr.
599,7.623529411764705,2.988235294117647,1.2470588235294118,Damion,Lee
329,8.0,4.333333333333333,1.3333333333333333,Timothe,Luwawu-Cabarrot
1022,8.137254901960784,1.6862745098039216,2.0784313725490198,Landry,Shamet
1010,6.892857142857143,3.2738095238095237,1.4047619047619047,Josh,Okogie
54,4.314285714285714,4.271428571428571,0.9,Bismack,Biyombo
2610,6.416666666666667,1.9166666666666667,2.8333333333333335,Saben,Lee
540,3.772727272727273,2.5454545454545454,0.6818181818181818,T.J.,Warren
457,7.777777777777778,2.8518518518518516,1.5555555555555556,Terrence,Ross
153,27.736842105263158,7.7368421052631575,4.684210526315789,Kevin,Durant
1847,4.0,2.2857142857142856,0.8571428571428571,Darius,Bazley
